"V1","word"
2,"kunis"
29,"actress"
36,"emma"
100,"stone"
58,"singer"
3,"beyonce"
68,"ah"
3,"parga"
181,"sat"
1,"paxos"
464,"across"
5,"mainland"
9,"twinkling"
112,"lights"
54,"wondered"
194,"unfortunately"
1295,"place"
369,"community"
6,"itinerary"
37,"concluded"
6,"detour"
1,"resorty"
3,"bays"
109,"ancient"
8,"turkish"
30,"steep"
118,"hill"
15,"cluster"
10,"souvenir"
67,"shops"
1,"tavernas"
47,"restaurants"
4,"marina"
2,"unwelcoming"
2,"moored"
60,"alongside"
1,"rusting"
1,"capsized"
14,"ferry"
3,"trudge"
16,"provisions"
720,"along"
20,"neglected"
21,"rubbish"
6,"strewn"
214,"track"
83,"boat"
289,"fear"
10,"robbed"
160,"hey"
150,"pull"
3,"gangplank"
42,"crack"
500,"open"
595,"beer"
57,"experiment"
158,"cooking"
3,"galley"
247,"m"
1,"blakeman"
1,"ingle"
8,"napped"
136,"studio"
402,"class"
178,"tonight"
57,"andrew"
405,"late"
264,"despite"
339,"bed"
107,"somewhat"
73,"decent"
381,"talking"
1349,"each"
365,"hour"
542,"half"
574,"hours"
473,"lives"
163,"tired"
65,"explains"
49,"awake"
3059,"dont"
1,"worryill"
931,"getting"
65,"shortly"
102,"shower"
1,"outsell"
101,"spoke"
182,"education"
70,"specifically"
183,"development"
27,"custom"
7,"textbooks"
989,"actually"
262,"15"
7,"1912"
30,"headline"
354,"based"
7,"preliminary"
441,"news"
36,"error"
253,"final"
4,"tally"
273,"shows"
1320,"1"
3,"513"
492,"lost"
15,"sinking"
16,"titanic"
3,"711"
23,"survivors"
38,"autumn"
12,"rains"
28,"righteousness"
11,"smokers"
24,"sympathy"
229,"decision"
165,"evidence"
244,"seriously"
17,"harmful"
231,"sorry"
701,"live"
67,"consequences"
179,"lived"
303,"worked"
1,"socialised"
291,"among"
28,"ban"
108,"anywhere"
297,"near"
469,"short"
77,"supply"
246,"wear"
10,"pajamas"
1,"pajahmas"
1053,"found"
1008,"myself"
2,"chuckling"
106,"loud"
6,"banished"
121,"chair"
541,"living"
809,"room"
189,"soft"
234,"drink"
1028,"big"
20,"grin"
749,"food"
2,"disliking"
101,"correct"
167,"term"
96,"developed"
28,"dislike"
104,"foods"
964,"once"
178,"liked"
6,"fizzy"
148,"pop"
155,"literally"
8,"pickled"
74,"onion"
5,"raiders"
111,"juice"
311,"entire"
1,"trimesterand"
164,"possibly"
673,"second"
351,"recently"
127,"fabulous"
142,"restaurant"
803,"try"
418,"usually"
22,"recommendations"
222,"trust"
635,"decided"
2,"norwalk"
3,"sono"
175,"baking"
37,"cafe"
38,"martha"
43,"stewart"
1,"yammering"
158,"tiny"
92,"hidden"
11,"jewel"
332,"john"
2,"barricelli"
339,"works"
22,"hosts"
119,"everyday"
7,"pbs"
7,"fa"
1,"bu"
2,"lous"
219,"lunch"
6,"cobb"
106,"salad"
15,"elevated"
32,"blah"
13,"culinary"
25,"masterpiece"
72,"counter"
472,"front"
368,"huge"
215,"glass"
161,"window"
177,"watched"
298,"chocolate"
1,"croissants"
117,"vintage"
22,"roller"
105,"ate"
20,"geek"
23,"thrill"
133,"meal"
565,"saw"
3,"instructing"
16,"bakers"
20,"chunks"
134,"perfectly"
6,"croissant"
170,"considered"
11,"banging"
55,"blow"
25,"kisses"
295,"photo"
475,"taken"
911,"done"
372,"cool"
418,"eat"
46,"quietly"
74,"selection"
10,"pastries"
338,"single"
681,"name"
246,"research"
3,"gluttony"
37,"cookbook"
251,"march"
9,"preorder"
142,"copy"
194,"amazon"
77,"located"
5,"aquarium"
259,"drive"
318,"cold"
14,"winters"
15,"sphere"
64,"v"
28,"43"
218,"sad"
315,"youll"
344,"watching"
2,"longhorn"
200,"cook"
37,"steak"
1,"rm25"
407,"saying"
542,"music"
464,"above"
679,"probably"
124,"familiar"
1,"gardels"
148,"audience"
49,"widely"
368,"known"
334,"difficult"
6,"inaccessible"
72,"routine"
1188,"part"
194,"culture"
1,"gardel"
73,"el"
3,"dia"
16,"que"
23,"mi"
1,"quieras"
21,"grandmothers"
51,"relations"
69,"entertainment"
75,"australia"
46,"performances"
1,"bizets"
20,"au"
25,"fond"
24,"du"
54,"temple"
41,"saint"
570,"oh"
213,"yeah"
1718,"year"
1,"spicin"
349,"hot"
29,"nope"
19,"hubs"
127,"werent"
1,"romantical"
8,"installing"
54,"tin"
27,"cabinet"
47,"spices"
89,"heads"
10,"gutter"
125,"talked"
20,"thanked"
5,"secretaries"
571,"taking"
348,"son"
97,"suggested"
1,"aggreed"
131,"placed"
449,"death"
35,"grip"
607,"hand"
1505,"didnt"
1058,"let"
64,"parking"
1,"shrouds"
651,"words"
286,"hell"
144,"larger"
307,"yesterday"
99,"failed"
115,"pray"
184,"david"
1,"smithers"
1,"braamfontein"
9,"johannesburg"
64,"theatre"
1,"rulov"
1,"senekal"
26,"67"
32,"murdered"
11,"attackers"
44,"valentines"
69,"falls"
23,"14th"
174,"holiday"
58,"lovers"
97,"express"
19,"traditionally"
182,"flowers"
40,"candle"
39,"lit"
16,"dinners"
38,"shaped"
22,"greeting"
349,"written"
134,"mass"
118,"produced"
12,"greetings"
5,"depict"
112,"hearts"
5,"cupids"
64,"struck"
55,"victims"
17,"nicholas"
4,"ridley"
98,"agreed"
277,"act"
4,"supremacy"
51,"supporting"
2,"henrys"
254,"action"
317,"became"
5,"chaplain"
33,"edward"
12,"vi"
34,"bishop"
12,"rochester"
238,"common"
122,"prayer"
205,"london"
95,"improve"
239,"poor"
721,"called"
5,"screwball"
72,"comedy"
8,"critic"
217,"sex"
148,"trouble"
20,"paradise"
476,"perfect"
337,"example"
448,"movie"
79,"typical"
487,"art"
6,"deco"
44,"interior"
316,"design"
4,"mme"
1,"colet"
521,"beautiful"
6,"gowns"
149,"designed"
17,"travis"
1,"banton"
133,"famous"
7,"1930"
88,"designer"
186,"period"
283,"style"
283,"tomorrow"
307,"2012"
44,"bride"
11,"bikini"
108,"offering"
92,"customers"
26,"discount"
156,"purchase"
67,"inch"
22,"chunk"
268,"fresh"
53,"ginger"
18,"peeled"
28,"finely"
33,"grated"
1,"wanderin"
1,"folksmen"
646,"yes"
781,"maybe"
9,"puppet"
49,"toy"
36,"stuffed"
113,"animal"
427,"loved"
101,"tom"
1,"1926"
1,"anatol"
1,"josepho"
145,"opened"
29,"booth"
5,"gotham"
87,"storm"
385,"7"
90,"500"
1,"payed"
187,"25"
27,"cents"
135,"todays"
54,"funds"
120,"eight"
19,"miniature"
358,"themselves"
802,"quite"
317,"sunday"
664,"morning"
87,"sleeping"
61,"causes"
102,"mad"
59,"rush"
71,"outfit"
5,"specs"
143,"click"
1,"piccy"
11,"flickr"
318,"page"
437,"information"
16,"economists"
29,"admission"
2,"rba"
4,"misread"
141,"economy"
250,"recent"
27,"failing"
68,"recognize"
249,"record"
1,"mininginvestment"
24,"boom"
52,"vast"
26,"bulk"
37,"experiencing"
1,"nearrecessionary"
23,"pc"
923,"came"
5,"latte"
8,"lite"
17,"cartridge"
858,"start"
132,"wanting"
9,"cuddle"
317,"hold"
45,"roughly"
2,"everexpanding"
1096,"family"
86,"drove"
17,"alaska"
127,"headed"
2,"alvin"
116,"texas"
9,"reunited"
391,"father"
30,"haunted"
37,"ghosts"
128,"memories"
1,"reared"
65,"teeth"
138,"pulled"
19,"driveway"
12,"dusk"
23,"greeted"
9,"stepmother"
3,"stepbrother"
83,"stronger"
76,"tight"
260,"finish"
1008,"between"
2,"neptune"
1,"collonges"
70,"grey"
149,"yellow"
4,"silks"
1,"sunnyhillboy"
72,"bay"
374,"green"
190,"gold"
1,"hooped"
347,"national"
32,"origin"
240,"english"
1120,"old"
200,"french"
1,"joie"
30,"latin"
1,"gaudium"
1,"gaudere"
14,"rejoice"
380,"social"
68,"beings"
62,"amongst"
161,"digital"
15,"addicts"
16,"whew"
137,"lately"
63,"rising"
3,"fares"
313,"due"
72,"increased"
55,"fuel"
1,"surcharges"
19,"02"
1,"0401"
218,"product"
12,"milky"
71,"liquid"
24,"applies"
3,"emulsion"
49,"creamy"
91,"thick"
756,"water"
33,"jelly"
32,"spreading"
5,"dries"
127,"begins"
279,"according"
16,"sa"
22,"rubbing"
33,"rub"
42,"dirt"
156,"required"
65,"wash"
4,"lukewarm"
362,"takes"
152,"effort"
85,"bits"
97,"layer"
226,"skin"
20,"corinthians"
8,"105"
43,"muscles"
113,"legs"
36,"swim"
2,"fins"
22,"frog"
444,"bring"
509,"power"
305,"stand"
21,"sole"
623,"rather"
91,"leg"
15,"grabs"
266,"amount"
9,"accelerated"
5,"kinetic"
256,"energy"
19,"impulse"
24,"transferred"
36,"bent"
83,"45"
5,"outwards"
222,"points"
26,"backwards"
11,"mimic"
1,"hydrofoil"
49,"closing"
45,"rear"
17,"lifting"
189,"force"
578,"felt"
102,"unlike"
26,"kicks"
1,"extrema"
95,"kick"
38,"knee"
2,"maximally"
62,"upper"
7,"rotating"
6,"axis"
94,"extreme"
35,"outer"
201,"position"
159,"lower"
37,"twisted"
11,"ankles"
432,"turned"
3,"soles"
5,"clap"
93,"achieve"
4,"nozzle"
173,"fish"
195,"therefore"
209,"training"
21,"flexible"
193,"addition"
29,"fitness"
13,"precision"
113,"mixed"
91,"emotions"
212,"mentioned"
295,"voice"
25,"protagonist"
128,"enjoying"
575,"case"
3,"instalove"
17,"lucas"
59,"mysterious"
248,"third"
242,"meeting"
756,"theres"
1,"rationalization"
1,"instaloveyou"
448,"wont"
416,"understand"
12,"retrospect"
78,"kinda"
425,"wait"
67,"info"
86,"revealed"
3,"jethro"
36,"responded"
17,"yourselves"
31,"moses"
1,"bottleneck"
170,"broken"
155,"creating"
6,"dysfunction"
13,"wasting"
191,"wearing"
57,"catching"
23,"cab"
310,"dinner"
8,"boon"
4,"tong"
2,"kee"
994,"post"
68,"uncle"
10,"foodie"
18,"dragged"
7,"hippo"
173,"ride"
61,"capture"
8,"nighttime"
101,"views"
4,"freud"
8,"cigar"
149,"actual"
330,"cover"
562,"paper"
645,"against"
117,"fingers"
115,"smell"
3,"newness"
3,"musty"
1,"oldness"
1942,"something"
33,"satisfying"
191,"pages"
2,"crinkle"
62,"brush"
6,"funerals"
302,"20"
34,"pastor"
45,"lifetime"
56,"fortunately"
80,"holds"
60,"pen"
350,"pictures"
128,"animals"
9,"tongues"
35,"sticking"
229,"email"
1,"cuteanimaltongues"
8,"gmail"
30,"dot"
241,"com"
70,"yours"
58,"ignored"
44,"sliced"
139,"bread"
68,"remembered"
375,"happened"
189,"allowed"
1,"sharpened"
17,"blades"
490,"especially"
2,"welldeveloped"
1,"disgruntlement"
30,"nearest"
13,"formerly"
11,"dearest"
6,"paula"
2,"vaughan"
3,"mid1990s"
16,"quilts"
78,"thrown"
42,"chairs"
7,"vases"
7,"overflowing"
1,"armfuls"
4,"wildflowers"
4,"loveliest"
45,"dresses"
4,"bygone"
25,"individually"
39,"interviews"
13,"remembrance"
34,"luke"
1,"2219"
978,"three"
109,"sets"
